File Path,Category,Owner,Reviewer,Status,Issues Count,Priority,Sign-off Date,Notes,GovernanceStatus,LastAuditDate,EvidenceLink
content/prompts/overview.mdx,prompts,PromptOps,BackendGuild;MLOps,Not Started,0,High,,,Not Started,,
content/prompts/patterns.mdx,prompts,PromptOps,BackendGuild;MLOps,Not Started,0,High,,,Not Started,,
content/prompts/style-guide.mdx,prompts,PromptOps,BackendGuild;MLOps,Not Started,0,High,,,Not Started,,
content/prompts/variables.mdx,prompts,PromptOps,BackendGuild;MLOps,Not Started,0,High,,,Not Started,,
content/reference/_category_.json,reference,DocsOps,AllGuilds,Not Started,0,Low,,Sidebar config,Not Started,,
content/reference/adrs/ADR-0001.md,reference,ArchitectureGuild,AllGuilds,Not Started,0,High,,LowDB decision,Not Started,,
content/reference/cli.mdx,reference,DocsOps,AllGuilds,Not Started,0,Medium,,CLI reference,Not Started,,
content/reference/env-variables.mdx,reference,DocsOps,AllGuilds,Not Started,0,Medium,,Environment variables,Not Started,,
content/reference/migrations/v1-to-v2.mdx,reference,DocsOps,AllGuilds,Not Started,0,Medium,,Migration guide,Not Started,,
content/reference/overview.mdx,reference,DocsOps,AllGuilds,Not Started,0,Medium,,Reference index,Not Started,,
content/reference/ports.mdx,reference,DocsOps,AllGuilds,Not Started,0,Medium,,Ports quick ref,Not Started,,
content/reference/templates/adr.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/guide.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/page.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/prd.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/runbook.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/sdd.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/reference/templates/tool.mdx,reference,DocsOps,AllGuilds,Not Started,0,High,,Template,Not Started,,
content/sdd/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/api/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/api/data-capture/v1/spec.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Critical,,,Not Started,,
content/sdd/api/order-manager/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/api/order-manager/v1/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/api/order-manager/v1/changelog.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Medium,,Design history,Not Started,,
content/sdd/api/order-manager/v1/guidelines.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/api/order-manager/v1/spec.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Critical,,,Not Started,,
content/sdd/domain/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/domain/schemas/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/domain/schemas/v1/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/domain/schemas/v1/index.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Medium,,Catalog page,Not Started,,
content/sdd/domain/schemas/v1/order.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/domain/schemas/v1/risk-rule.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/events/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/events/v1/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/events/v1/index.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Medium,,Catalog page,Not Started,,
content/sdd/events/v1/order-canceled.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/events/v1/order-created.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/events/v1/order-failed.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/flows/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/flows/v1/_category_.json,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,Low,,Sidebar config,Not Started,,
content/sdd/flows/v1/cancel-order.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/flows/v1/place-order.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/sdd/overview.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,Category overview,Not Started,,
content/sdd/process.mdx,sdd,ArchitectureGuild,BackendGuild;ProductOps,Not Started,0,High,,,Not Started,,
content/tools/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/docker-wsl/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/docker-wsl/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/docker-wsl/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/docker-wsl/setup.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/docker-wsl/troubleshooting.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/docusaurus/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/docusaurus/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/docusaurus/commands.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/docusaurus/config.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/docusaurus/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/docusaurus/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/docusaurus/troubleshooting.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/dotnet/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/dotnet/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/dotnet/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/dotnet/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/dotnet/testing.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/dotnet/windows-x64.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,Platform setup,Not Started,,
content/tools/linting/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/linting/commitlint-husky.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,Hook configuration,Not Started,,
content/tools/linting/markdownlint.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,Markdown rules,Not Started,,
content/tools/linting/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/node-npm/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/node-npm/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/node-npm/commands.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/node-npm/config.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/node-npm/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/node-npm/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/node-npm/troubleshooting.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,Category overview,Not Started,,
content/tools/plantuml/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/plantuml/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/plantuml/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/plantuml/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/plantuml/usage.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/ports-services/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/ports-services/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Critical,,Auto-generated,Not Started,,
content/tools/profitdll/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/profitdll/assets-format.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/profitdll/callbacks.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/profitdll/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,Release log,Not Started,,
content/tools/profitdll/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,Category overview,Not Started,,
content/tools/python/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/python/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/python/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/python/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/python/testing.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/redocusaurus/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/redocusaurus/changelog.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Release log,Not Started,,
content/tools/redocusaurus/commands.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/redocusaurus/config.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Medium,,,Not Started,,
content/tools/redocusaurus/install.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/redocusaurus/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/security-config/_category_.json,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Low,,Sidebar config,Not Started,,
content/tools/security-config/audit.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
content/tools/security-config/env.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Critical,,Env variables,Not Started,,
content/tools/security-config/overview.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,Critical,,,Not Started,,
content/tools/security-config/risk-limits.mdx,tools,ToolingGuild,DevOps;BackendGuild,Not Started,0,High,,,Not Started,,
